ID;Condition;DLCFile;Session;Treatment;Dosage;TimePoint;Experiment;Animal;Sex;VideoFile
OFT_1;CSI;1_01_A_190507114629DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_1;NA;OFT_1.mp4
OFT_2;CSI;19_02_A_190507123740DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_2;NA;OFT_2.mp4
OFT_3;CSI;7_01_A_190507132652DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_3;NA;OFT_3.mp4
OFT_4;CSI;24_02_A_190507141305DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_4;NA;OFT_4.mp4
OFT_5;CSI;13_01_A_190507145949DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_5;NA;OFT_5.mp4
OFT_6;CSI;17_02_A_190507120259DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_6;NA;OFT_6.mp4
OFT_7;CSI;5_01_A_190507125512DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_7;NA;OFT_7.mp4
OFT_8;CSI;22_02_A_190507134157DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_8;NA;OFT_8.mp4
OFT_9;CSI;11_01_A_190507142850DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_9;NA;OFT_9.mp4
OFT_10;CSI;28_02_A_190507151545DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_10;NA;OFT_10.mp4
OFT_11;CSI;3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_11;NA;OFT_11.mp4
OFT_12;CSI;21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_12;NA;OFT_12.mp4
OFT_13;CSI;9_01_A_190507135719DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_13;NA;OFT_13.mp4
OFT_14;CSI;26_02_A_190507144444DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_14;NA;OFT_14.mp4
OFT_15;CSI;15_01_A_190507153142DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_15;NA;OFT_15.mp4
OFT_16;CSI;48_04_A_190507123817DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_16;NA;OFT_16.mp4
OFT_17;CSI;36_03_A_190507132711DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_17;NA;OFT_17.mp4
OFT_18;CSI;54_04_A_190507141337DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_18;NA;OFT_18.mp4
OFT_19;CSI;42_03_A_190507150017DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_19;NA;OFT_19.mp4
OFT_20;CSI;30_03_A_190507114720DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_20;NA;OFT_20.mp4
OFT_21;CSI;34_03_A_190507125548DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_21;NA;OFT_21.mp4
OFT_22;CSI;52_04_A_190507134227DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_22;NA;OFT_22.mp4
OFT_23;CSI;40_03_A_190507142917DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_23;NA;OFT_23.mp4
OFT_24;CSI;58_04_A_190507151611DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_24;NA;OFT_24.mp4
OFT_25;CSI;46_04_A_190507120344DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_25;NA;OFT_25.mp4
OFT_26;CSI;32_03_A_190507122023DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_26;NA;OFT_26.mp4
OFT_27;CSI;50_04_A_190507131154DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_27;NA;OFT_27.mp4
OFT_28;CSI;38_03_A_190507135747DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_28;NA;OFT_28.mp4
OFT_29;CSI;56_04_A_190507144511DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_29;NA;OFT_29.mp4
OFT_30;CSI;44_03_A_190507153213DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_30;NA;OFT_30.mp4
OFT_31;Control;16_02_A_190507114646DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_31;NA;OFT_31.mp4
OFT_32;Control;4_01_A_190507123718DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_32;NA;OFT_32.mp4
OFT_34;Control;10_01_A_190507141248DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_34;NA;OFT_34.mp4
OFT_35;Control;27_02_A_190507150003DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_35;NA;OFT_35.mp4
OFT_36;Control;2_01_A_190507120240DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_36;NA;OFT_36.mp4
OFT_37;Control;20_02_A_190507125529DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_37;NA;OFT_37.mp4
OFT_38;Control;8_01_A_190507134142DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_38;NA;OFT_38.mp4
OFT_39;Control;25_02_A_190507142904DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_39;NA;OFT_39.mp4
OFT_40;Control;14_01_A_190507151530DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_40;NA;OFT_40.mp4
OFT_41;Control;18_02_A_190507122004DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_41;NA;OFT_41.mp4
OFT_42;Control;6_01_A_190507131058DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_42;NA;OFT_42.mp4
OFT_43;Control;23_02_A_190507135734DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_43;NA;OFT_43.mp4
OFT_44;Control;12_01_A_190507144429DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_44;NA;OFT_44.mp4
OFT_45;Control;59_04_A_190507153228DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_45;NA;OFT_45.mp4
OFT_46;Control;33_03_A_190507123759DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_46;NA;OFT_46.mp4
OFT_47;Control;51_04_A_190507132728DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_47;NA;OFT_47.mp4
OFT_48;Control;39_03_A_190507141319DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_48;NA;OFT_48.mp4
OFT_49;Control;57_04_A_190507150030DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_49;NA;OFT_49.mp4
OFT_50;Control;45_04_A_190507114741DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_50;NA;OFT_50.mp4
OFT_51;Control;49_04_A_190507125609DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_51;NA;OFT_51.mp4
OFT_52;Control;37_03_A_190507134213DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_52;NA;OFT_52.mp4
OFT_53;Control;55_04_A_190507142930DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_53;NA;OFT_53.mp4
OFT_54;Control;43_03_A_190507151557DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_54;NA;OFT_54.mp4
OFT_55;Control;31_03_A_190507120320DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_55;NA;OFT_55.mp4
OFT_56;Control;47_04_A_190507122047DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_56;NA;OFT_56.mp4
OFT_57;Control;35_03_A_190507131135DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_57;NA;OFT_57.mp4
OFT_58;Control;53_04_A_190507135800DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_58;NA;OFT_58.mp4
OFT_59;Control;41_03_A_190507144457DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_59;NA;OFT_59.mp4
OFT_60;Control;29_02_A_190507153158DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostCSI;Control;NA;NA;CSI_SA;CSI_SA_60;NA;OFT_60.mp4
SAOFTCSI_1;CSI;SAOFTCSI_1DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;Control;NA;NA;CSI_SA;CSI_SA_1;NA;NA
SAOFTCSI_2;CSI;SAOFTCSI_2DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;SA;NA;NA;CSI_SA;CSI_SA_2;NA;NA
SAOFTCSI_3;CSI;SAOFTCSI_3DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;Control;NA;NA;CSI_SA;CSI_SA_3;NA;NA
SAOFTCSI_4;CSI;SAOFTCSI_4DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;SA;NA;NA;CSI_SA;CSI_SA_4;NA;NA
SAOFTCSI_5;CSI;SAOFTCSI_5DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;SA;NA;NA;CSI_SA;CSI_SA_5;NA;NA
SAOFTCSI_6;CSI;SAOFTCSI_6DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;Control;NA;NA;CSI_SA;CSI_SA_6;NA;NA
SAOFTCSI_7;CSI;SAOFTCSI_7DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;Control;NA;NA;CSI_SA;CSI_SA_7;NA;NA
SAOFTCSI_8;CSI;SAOFTCSI_8DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;SA;NA;NA;CSI_SA;CSI_SA_8;NA;NA
SAOFTCSI_9;CSI;SAOFTCSI_9DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;Control;NA;NA;CSI_SA;CSI_SA_9;NA;NA
SAOFTCSI_10;CSI;SAOFTCSI_10DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;SA;NA;NA;CSI_SA;CSI_SA_10;NA;NA
SAOFTCSI_11;CSI;SAOFTCSI_11DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;Control;NA;NA;CSI_SA;CSI_SA_11;NA;NA
SAOFTCSI_12;CSI;SAOFTCSI_12DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;SA;NA;NA;CSI_SA;CSI_SA_12;NA;NA
SAOFTCSI_13;CSI;SAOFTCSI_13DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;Control;NA;NA;CSI_SA;CSI_SA_13;NA;NA
SAOFTCSI_14;CSI;SAOFTCSI_14DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;SA;NA;NA;CSI_SA;CSI_SA_14;NA;NA
SAOFTCSI_15;CSI;SAOFTCSI_15DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;SA;NA;NA;CSI_SA;CSI_SA_15;NA;NA
SAOFTCSI_16;CSI;SAOFTCSI_16DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;Control;NA;NA;CSI_SA;CSI_SA_16;NA;NA
SAOFTCSI_17;CSI;SAOFTCSI_17DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;Control;NA;NA;CSI_SA;CSI_SA_17;NA;NA
SAOFTCSI_18;CSI;SAOFTCSI_18DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;SA;NA;NA;CSI_SA;CSI_SA_18;NA;NA
SAOFTCSI_19;CSI;SAOFTCSI_19DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;Control;NA;NA;CSI_SA;CSI_SA_19;NA;NA
SAOFTCSI_20;CSI;SAOFTCSI_20DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;SA;NA;NA;CSI_SA;CSI_SA_20;NA;NA
SAOFTCSI_21;CSI;SAOFTCSI_21DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;SA;NA;NA;CSI_SA;CSI_SA_21;NA;NA
SAOFTCSI_22;CSI;SAOFTCSI_22DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;Control;NA;NA;CSI_SA;CSI_SA_22;NA;NA
SAOFTCSI_23;CSI;SAOFTCSI_23DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;Control;NA;NA;CSI_SA;CSI_SA_23;NA;NA
SAOFTCSI_24;CSI;SAOFTCSI_24DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;SA;NA;NA;CSI_SA;CSI_SA_24;NA;NA
SAOFTCSI_25;CSI;SAOFTCSI_25DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;Control;NA;NA;CSI_SA;CSI_SA_25;NA;NA
SAOFTCSI_26;CSI;SAOFTCSI_26DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;SA;NA;NA;CSI_SA;CSI_SA_26;NA;NA
SAOFTCSI_27;CSI;SAOFTCSI_27DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;SA;NA;NA;CSI_SA;CSI_SA_27;NA;NA
SAOFTCSI_28;CSI;SAOFTCSI_28DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;Control;NA;NA;CSI_SA;CSI_SA_28;NA;NA
SAOFTCSI_29;CSI;SAOFTCSI_29DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;SA;NA;NA;CSI_SA;CSI_SA_29;NA;NA
SAOFTCSI_30;CSI;SAOFTCSI_30DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;Control;NA;NA;CSI_SA;CSI_SA_30;NA;NA
SAOFTCSI_31;Control;SAOFTCSI_31DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;Control;NA;NA;CSI_SA;CSI_SA_31;NA;NA
SAOFTCSI_32;Control;SAOFTCSI_32DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;SA;NA;NA;CSI_SA;CSI_SA_32;NA;NA
SAOFTCSI_34;Control;SAOFTCSI_34DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;SA;NA;NA;CSI_SA;CSI_SA_34;NA;NA
SAOFTCSI_35;Control;SAOFTCSI_35DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;SA;NA;NA;CSI_SA;CSI_SA_35;NA;NA
SAOFTCSI_36;Control;SAOFTCSI_36DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;Control;NA;NA;CSI_SA;CSI_SA_36;NA;NA
SAOFTCSI_37;Control;SAOFTCSI_37DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;Control;NA;NA;CSI_SA;CSI_SA_37;NA;NA
SAOFTCSI_38;Control;SAOFTCSI_38DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;SA;NA;NA;CSI_SA;CSI_SA_38;NA;NA
SAOFTCSI_39;Control;SAOFTCSI_39DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;Control;NA;NA;CSI_SA;CSI_SA_39;NA;NA
SAOFTCSI_40;Control;SAOFTCSI_40DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;SA;NA;NA;CSI_SA;CSI_SA_40;NA;NA
SAOFTCSI_41;Control;SAOFTCSI_41DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;Control;NA;NA;CSI_SA;CSI_SA_41;NA;NA
SAOFTCSI_42;Control;SAOFTCSI_42DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;SA;NA;NA;CSI_SA;CSI_SA_42;NA;NA
SAOFTCSI_43;Control;SAOFTCSI_43DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv;PostSA;Control;NA;NA;CSI_SA;CSI_SA_43;NA;NA
